Canonical_SMILES,Standardized_SMILES,Toxicity_Value
O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)c1cccs1,O=C(Nc1ncc(Cc2cccc(Cl)c2)s1)c1cccs1,1
CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,CCOC(=O)c1c(NC(=O)CSc2nnnn2C)sc(C)c1C,1
Cc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,Cc1ccc(S(=O)(=O)Nc2ccccc2-c2ccccc2NS(=O)(=O)c2ccc(C)cc2)cc1,1
CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)C1c1cccs1,CCN(CC)CCN1C(=O)C(O)=C(C(=O)c2ccc(OC)cc2)C1c1cccs1,1
Cc1c2ccccc2c(CSC(=N)N)c2ccccc12,Cc1c2ccccc2c(CSC(=N)N)c2ccccc12,0
CCOP(=O)(N=C1SCCS1)OCC,CCOP(=O)(N=C1SCCS1)OCC,0
O=C(NCc1cccnc1)C1COc2ccccc2O1,O=C(NCc1cccnc1)C1COc2ccccc2O1,1
Cc1cc(C)nc(SCC(=O)Nc2ccccc2[N+](=O)[O-])n1,Cc1cc(C)nc(SCC(=O)Nc2ccccc2[N+](=O)[O-])n1,1
N#Cc1ccc(C23CC4(C2)[C@@H](c2ccccc2)N(Cc2ccc(-c5ccccc5)cc2)C[C@@H]4C3c2ccc(Cl)nc2)cc1,N#Cc1ccc(C23CC4(C2)[C@H](CN(Cc2ccc(-c5ccccc5)cc2)[C@@H]4c2ccccc2)C3c2ccc(Cl)nc2)cc1,0
C=C/C(C)=C/[C@]1(C)SC(=O)C(C)=C1O,C=C/C(C)=C/[C@]1(C)SC(=O)C(C)=C1O,0
COc1ccc(CCNC(=O)CCN2C(=O)C(C)Oc3ccc(C)cc32)cc1OC,COc1ccc(CCNC(=O)CCN2C(=O)C(C)Oc3ccc(C)cc32)cc1OC,1
CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CSc1ccccc1C(=O)O,0
NC(N)=O,NC(N)=O,0
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1.O.O.O.O.[Na+],CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)O)cc1,0
CCOC(=O)c1cccc(C(=O)OCC)n1,CCOC(=O)c1cccc(C(=O)OCC)n1,0
CN(C)Cc1ccccc1O,CN(C)Cc1ccccc1O,0
O=C1CCCN1CCO,O=C1CCCN1CCO,0
CCS(=O)(=O)N1CCC(C(=O)NCc2ccccc2OC)CC1,CCS(=O)(=O)N1CCC(C(=O)NCc2ccccc2OC)CC1,1
O=C(c1ccco1)N1CCC2(CC1)CN(c1ccc(-c3ccccc3)cc1)C2,O=C(c1ccco1)N1CCC2(CC1)CN(c1ccc(-c3ccccc3)cc1)C2,0
C[C@@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@H](O)c1cccc(Cl)c1,C[C@@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c1cccc(Cl)c1,1
O=C(CC1CCCCC1)N1CCC(c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)CC1,O=C(CC1CCCCC1)N1CCC(c2nc(-c3ccc(S(=O)(=O)N4CCCC4)cc3)no2)CC1,1
COC(=O)c1nnn(Cc2ccccc2)c1N,COC(=O)c1nnn(Cc2ccccc2)c1N,0
CCc1ccc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,CCc1ccc(NC(=S)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,0
CC1(C)CCC(NC(=O)[C@H](N)CCC(=O)O)CC1,CC1(C)CCC(NC(=O)[C@H](N)CCC(=O)O)CC1,0
N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1,N=C(C[C@@H](O)COc1ccccc1-c1ccccc1)N1CCCCC1,1
CCOC(=O)c1cccc(NC(=O)COc2ccc([N+](=O)[O-])cc2)c1,CCOC(=O)c1cccc(NC(=O)COc2ccc([N+](=O)[O-])cc2)c1,1
NC(=O)C[C@@H](N)c1nnn[nH]1,NC(=O)C[C@@H](N)c1nnn[nH]1,0
Clc1cccc(/C=N\C=N/c2cccc(Cl)c2)c1,Clc1cccc(/C=N\C=N/c2cccc(Cl)c2)c1,1
CC(C)NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(-c3ccccc3)cc2)cc1,CC(C)NS(=O)(=O)c1ccc(NC(=S)NC(=O)c2ccc(-c3ccccc3)cc2)cc1,0
CCCCCC(=O)N1CCCC(c2nc(-c3ccc(OC)cc3)no2)C1,CCCCCC(=O)N1CCCC(c2nc(-c3ccc(OC)cc3)no2)C1,1
c1ccc2c(c1)ccc1ccccc12,c1ccc2c(c1)ccc1ccccc12,0
Cc1ccc(OCc2ccc(C(=O)Nc3nccs3)o2)cc1C,Cc1ccc(OCc2ccc(C(=O)Nc3nccs3)o2)cc1C,1
O=C(Cc1cccs1)N/N=C/C(Br)=C/c1ccccc1,O=C(Cc1cccs1)N/N=C/C(Br)=C/c1ccccc1,1
COc1cccc(/C=N/NC(=O)CO/N=C(\C)c2cccs2)c1OC,COc1cccc(/C=N/NC(=O)CO/N=C(\C)c2cccs2)c1OC,1
CC(C)NC(C)C,CC(C)NC(C)C,0
CCOc1ccc2nc(N3CCCCCC3)sc2c1,CCOc1ccc2nc(N3CCCCCC3)sc2c1,1
CC(C)(c1ccccc1)c1ccccc1,CC(C)(c1ccccc1)c1ccccc1,0
Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cc3)n2)cc1,Cc1ccc(OC(=O)c2cccc(C(=O)Oc3ccc(C)cc3)n2)cc1,0
Nc1nc2c(Cl)cccc2s1,Nc1nc2c(Cl)cccc2s1,0
N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,N[C@@H](C(=O)O)c1ccc(O)c(C(=O)O)c1,0
CCOC(=O)CCCc1c[nH]c2ccccc12,CCOC(=O)CCCc1c[nH]c2ccccc12,1
Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,Oc1ccc2c(c1)OC[C@@H](N1CCC(O)(c3ccc(F)cc3)CC1)[C@H]2O,1
CCn1c(C)cc(/C=C2\NC(=O)N(Cc3ccc(Cl)cc3)C2=O)c1C,CCn1c(C)cc(/C=C2\NC(=O)N(Cc3ccc(Cl)cc3)C2=O)c1C,0
C=C(C)C1CCC(C)(O)CC1,C=C(C)C1CCC(C)(O)CC1,0
C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)[O-].[Na+],C/C(=N\NC(=O)Nc1cc(F)cc(F)c1)c1ncccc1C(=O)O,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,0
CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(N)=NC2=O)cc1C,CCOc1ccc(-c2nn(-c3ccccc3)cc2/C=C2\SC(N)=NC2=O)cc1C,1
O=C(O)c1ccccc1O,O=C(O)c1ccccc1O,0
CCN1CCCC1CNC(=O)CCNC(=O)c1cc(OC)c(OC)c(OC)c1,CCN1CCCC1CNC(=O)CCNC(=O)c1cc(OC)c(OC)c(OC)c1,0
CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1.Cl.Cl,CN1CCC(Nc2ncc3ncnc(Nc4ccc(F)c(Cl)c4)c3n2)CC1,0
C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O.O=C([O-])[C@@H](O)[C@@H](O)C(=O)O,0
CC1CN(c2ccccc2)NC1=O,CC1CN(c2ccccc2)NC1=O,1
CCOC(=O)c1sc2nc3c(cc2c1N)COC(C)(CC)C3,CCOC(=O)c1sc2nc3c(cc2c1N)COC(C)(CC)C3,1
CS(=O)(=O)Nc1cccc(-c2nccc(-n3ccnc3)n2)c1,CS(=O)(=O)Nc1cccc(-c2nccc(-n3ccnc3)n2)c1,1
CCNC(=O)O/N=C(\C)c1sc(-c2ccccc2)nc1C,CCNC(=O)O/N=C(\C)c1sc(-c2ccccc2)nc1C,1
O=C(NNS(=O)(=O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,O=C(NNS(=O)(=O)c1ccc(Cl)cc1)C1CCN(Cc2ccccc2)CC1,0
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0
COc1ccc(COC=O)cc1,COc1ccc(COC=O)cc1,0
COc1c(O)cc2c(c1O)C1OC(CO)C(O)[C@H](O)[C@H]1OC2=O,COc1c(O)cc2c(c1O)C1OC(CO)C(O)[C@H](O)[C@H]1OC2=O,0
Cc1nc(SCC(=O)NCCc2ccccc2)c2oc3ccccc3c2n1,Cc1nc(SCC(=O)NCCc2ccccc2)c2oc3ccccc3c2n1,1
O=C(O)c1cc(Cl)cc(Cc2cc(Cl)cc(C(=O)O)c2O)c1O,O=C(O)c1cc(Cl)cc(Cc2cc(Cl)cc(C(=O)O)c2O)c1O,0
CN(C)CCC#N,CN(C)CCC#N,0
Cc1occc(=O)c1OC(=O)C(C)C,Cc1occc(=O)c1OC(=O)C(C)C,0
CC(C)c1cccc(O)c1,CC(C)c1cccc(O)c1,0
COC(=O)c1ccc(Cl)c(NC(=O)c2ccc(-c3ccccc3)cc2)c1,COC(=O)c1ccc(Cl)c(NC(=O)c2ccc(-c3ccccc3)cc2)c1,0
O=C(COC(=O)C1CCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2Cl)CC1)Nc1ncc(Cl)cc1Cl,O=C(COC(=O)C1CCN(S(=O)(=O)c2cc([N+](=O)[O-])ccc2Cl)CC1)Nc1ncc(Cl)cc1Cl,1
Oc1cc(CSc2ccccc2)nc(S)n1,Oc1cc(CSc2ccccc2)nc(S)n1,0
Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCc4ccco4)c3)CC2)c1,Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCc4ccco4)c3)CC2)c1,1
O=C(NC(=S)Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc2c(c1)OCCO2,O=C(NC(=S)Nc1ccc(N2CCCCC2)c(Cl)c1)c1ccc2c(c1)OCCO2,0
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,0
N=C(NCCC[C@@H](N)C(=O)O)N[N+](=O)[O-],N=C(NCCC[C@@H](N)C(=O)O)N[N+](=O)[O-],0
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,0
COc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1,COc1cccc(-c2cncnc2NCCc2cnc[nH]2)c1,1
CCOc1cc(CNc2ccc3c(c2)OCCO3)cc(Br)c1OCC,CCOc1cc(CNc2ccc3c(c2)OCCO3)cc(Br)c1OCC,1
COc1ccccc1/C=C/C=N/N1CCN(Cc2cccc3ccccc23)CC1,COc1ccccc1/C=C/C=N/N1CCN(Cc2cccc3ccccc23)CC1,1
FC(F)(F)c1ccccc1Cl,FC(F)(F)c1ccccc1Cl,0
O=S(=O)(c1cccc2nsnc12)N1CCCC1,O=S(=O)(c1cccc2nsnc12)N1CCCC1,1
CCCCCCCCCCCCCCCCCCOCC(O)CO,CCCCCCCCCCCCCCCCCCOCC(O)CO,0
COC(=O)NC(c1ccc2ccccc2c1)C(C(C)=O)C(=O)OC,COC(=O)NC(c1ccc2ccccc2c1)C(C(C)=O)C(=O)OC,1
C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,C/C(=C\C(=O)c1ccc(Cl)cc1)NCc1ccc2c(c1)OCO2,1
O=S(=O)(/N=C(\Sc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,O=S(=O)(/N=C(\Sc1ccccc1)c1ccccc1)c1ccc(Cl)cc1,1
O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cccc(F)c3)CC2)C1,0
Cc1ccc(S(=O)(=O)c2cc(N3CCOCC3)nc(-c3ccccc3)n2)cc1,Cc1ccc(S(=O)(=O)c2cc(N3CCOCC3)nc(-c3ccccc3)n2)cc1,1
CC(C)Oc1ccc(N2CC(C(=O)OCC(=O)NCc3ccccc3)CC2=O)cc1,CC(C)Oc1ccc(N2CC(C(=O)OCC(=O)NCc3ccccc3)CC2=O)cc1,1
Cc1ccc(OC2C(O)COC2/C=C/C#Cc2ccc(C(C)(C)C)cc2)cc1,Cc1ccc(OC2C(O)COC2/C=C/C#Cc2ccc(C(C)(C)C)cc2)cc1,0
COC(C)CCO,COC(C)CCO,0
Cc1nc2ccccc2n1CC(=O)N/N=C\C=C\c1ccccc1,Cc1nc2ccccc2n1CC(=O)N/N=C\C=C\c1ccccc1,1
O=S(=O)(O)c1ccc(NN(c2c(O)ccc3ccccc23)S(=O)(=O)O)cc1,O=S(=O)(O)c1ccc(NN(c2c(O)ccc3ccccc23)S(=O)(=O)O)cc1,0
Clc1ccc(-n2nnnc2CN2CCOCC2)cc1,Clc1ccc(-n2nnnc2CN2CCOCC2)cc1,0
Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@@]314,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@]4(O)[C@H](C2)N(CC2CC2)CC[C@@]314,1
CCN1C(=O)[C@H]2CC[C@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,CCN1C(=O)[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCc4ccccc4)[C@@H]3CC[C@@H]2C1=O,0
N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,0
[NH-]c1c[n+](N2CCOCC2)no1,[NH-]c1c[n+](N2CCOCC2)no1,0
Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,Cn1c(=O)c2c(ncn2CC2OCCO2)n(C)c1=O,0
Cc1ccc(/C=C/C(=O)N2CC(C)CC(C)C2)o1,Cc1ccc(/C=C/C(=O)N2CC(C)CC(C)C2)o1,1
O.O.O.O.O.O.O=S(=O)([O-])[O-].[Ni+2],[Ni+2],0
C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@]132,1
CNCCC(Oc1ccccc1OC)c1ccccc1,CNCCC(Oc1ccccc1OC)c1ccccc1,0
CC(=O)c1ccccc1[N+](=O)[O-],CC(=O)c1ccccc1[N+](=O)[O-],0
CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,1
COC(=O)c1ccccc1NC(=O)c1ccc(Cn2cc(Cl)cn2)o1,COC(=O)c1ccccc1NC(=O)c1ccc(Cn2cc(Cl)cn2)o1,1
CNc1ncncc1-c1ccccc1C(F)(F)F,CNc1ncncc1-c1ccccc1C(F)(F)F,1
CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1,CCOC(=O)C1=NO[C@@]2(C=C(Br)C3(OCCCO3)[C@H]3O[C@H]32)C1,0
Cc1ccc(C)c(NC(=O)Cn2nnc(C(=O)NCc3cccs3)c2N)c1,Cc1ccc(C)c(NC(=O)Cn2nnc(C(=O)NCc3cccs3)c2N)c1,0
COC(=O)C1CC1C(NC(=O)[C@@H]1CCCN1)c1ccccc1,COC(=O)C1CC1C(NC(=O)[C@@H]1CCCN1)c1ccccc1,1
O=C(CSc1nnc(-c2ccccn2)n1Cc1ccco1)Nc1ccc2c(c1)OCO2,O=C(CSc1nnc(-c2ccccn2)n1Cc1ccco1)Nc1ccc2c(c1)OCO2,1
Cn1c(SC2=CS(=O)(=O)c3ccccc32)nc2ccccc21,Cn1c(SC2=CS(=O)(=O)c3ccccc32)nc2ccccc21,1
OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,0
COc1ccc(NC(C)=O)cc1NC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,COc1ccc(NC(C)=O)cc1NC(=O)CN1CCN(C2c3ccccc3-c3ccccc32)CC1,1
COc1ccc(Oc2ccccc2C=O)cc1,COc1ccc(Oc2ccccc2C=O)cc1,1
CN(C)Cc1cc(O)c(O)c(CN(C)C)c1,CN(C)Cc1cc(O)c(O)c(CN(C)C)c1,0
Cc1ccccc1-n1cnc2cc(NCc3cccs3)ccc21,Cc1ccccc1-n1cnc2cc(NCc3cccs3)ccc21,1
CC(=O)Nc1cccc(C(=O)OCc2ccc(C(=O)Oc3ccc(Cl)cc3)cc2)c1,CC(=O)Nc1cccc(C(=O)OCc2ccc(C(=O)Oc3ccc(Cl)cc3)cc2)c1,0
O=C(O)[C@@H](O)[C@@H](O)[C@@H](O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)CO,O=C(O)[C@@H](O)[C@@H](O)[C@@H](O[C@H]1O[C@@H](CO)[C@@H](O)[C@@H](O)[C@@H]1O)[C@@H](O)CO,0
CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,CC1=C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0
O=C(c1cccs1)n1nc(-c2ccc(Cl)cc2)nc1NCc1ccco1,O=C(c1cccs1)n1nc(-c2ccc(Cl)cc2)nc1NCc1ccco1,0
O=C(Cc1ncc(C(F)(F)F)cc1Cl)Nc1cccc(Br)c1,O=C(Cc1ncc(C(F)(F)F)cc1Cl)Nc1cccc(Br)c1,1
CS(=O)(=O)Nc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,CS(=O)(=O)Nc1cccc(-c2nc(NCc3cccnc3)c3ccccc3n2)c1,0
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,0
CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)c5ccccc5[C@@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O,CC[C@H]1[C@@H]2C[C@@H]3[C@@H]4N(C)c5ccccc5[C@@]45C[C@@H]([C@H]2[C@@H]5O)N3[C@@H]1O,0
CCCCCCc1ccc(O)cc1O,CCCCCCc1ccc(O)cc1O,1
Cc1ccc(NC(=O)c2ccc(NCC3CCCO3)c([N+](=O)[O-])c2)cc1Cl,Cc1ccc(NC(=O)c2ccc(NCC3CCCO3)c([N+](=O)[O-])c2)cc1Cl,1
Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,Cc1ccc(C(=O)C2=C(O)C(=O)N(CCCn3ccnc3)C2c2ccc(OC(C)C)cc2)o1,1
COc1ccc(-n2ncc3c(NCC4CCCO4)ncnc32)cc1,COc1ccc(-n2ncc3c(NCC4CCCO4)ncnc32)cc1,0
CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1cccnc1)c1ccc(Cl)cc1,CCCC[C@@H]1C[C@H]1[C@@H](NC(=O)c1cccnc1)c1ccc(Cl)cc1,1
NS(=O)(=O)c1ccc(C(=O)O)cc1,NS(=O)(=O)c1ccc(C(=O)O)cc1,0
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,0
Cn1c(=O)c2c(ncn2C)n(C)c1=O,Cn1c(=O)c2c(ncn2C)n(C)c1=O,0
CC(C)N[C@@H](C)Cc1ccc(I)cc1,CC(C)N[C@@H](C)Cc1ccc(I)cc1,0
CC1CCCC(C)N1C(=O)c1cc(-c2ccc(Cl)c(Cl)c2)on1,CC1CCCC(C)N1C(=O)c1cc(-c2ccc(Cl)c(Cl)c2)on1,1
O=S(=O)(NCc1cccnc1)c1ccc(Cl)s1,O=S(=O)(NCc1cccnc1)c1ccc(Cl)s1,1
CCCCCC(C=O)=Cc1ccccc1,CCCCCC(C=O)=Cc1ccccc1,0
COC(=O)c1cccc(NC(=O)CCCOc2ccccc2)c1,COC(=O)c1cccc(NC(=O)CCCOc2ccccc2)c1,1
Clc1cc(I)cc(Cl)c1N=C1NCCN1,Clc1cc(I)cc(Cl)c1N=C1NCCN1,0
C[Si](C)(C)O[Si](C)(C)C,C[Si](C)(C)O[Si](C)(C)C,0
CC1CCC2C(=O)OC(COc3ccc(C(C)(C)C)cc3)CN2C1c1ccc(Br)cc1,CC1CCC2C(=O)OC(COc3ccc(C(C)(C)C)cc3)CN2C1c1ccc(Br)cc1,1
N[C@@](CCc1ccccc1)(C(=O)O)c1ccccc1,N[C@@](CCc1ccccc1)(C(=O)O)c1ccccc1,0
COc1ccc(NC(=O)CSc2ncnc3c2cnn3CCc2ccccc2)cc1,COc1ccc(NC(=O)CSc2ncnc3c2cnn3CCc2ccccc2)cc1,1
Cc1ccc(C(=O)NC(=S)Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1,Cc1ccc(C(=O)NC(=S)Nc2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cc1,1
COc1ccccc1N(CC(=O)NCC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,COc1ccccc1N(CC(=O)NCC1CCCO1)C(=O)CNS(=O)(=O)c1ccc(C)cc1,0
C=C[C@@H]1C[C@@]1(C)[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,C=C[C@@H]1C[C@@]1(C)[C@@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,1
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,0
COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,1
COc1ccc(NC(=O)c2ccccc2NC(=O)CSc2ccc(C)cc2)cc1,COc1ccc(NC(=O)c2ccccc2NC(=O)CSc2ccc(C)cc2)cc1,1
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,0
COc1cc(-c2nnc(COC(=O)c3c4c(nc5ccccc35)CCCC4)o2)cc(OC)c1OC,COc1cc(-c2nnc(COC(=O)c3c4c(nc5ccccc35)CCCC4)o2)cc(OC)c1OC,1
Cc1ccc(S(=O)(=O)CCc2nnc(N)s2)cc1,Cc1ccc(S(=O)(=O)CCc2nnc(N)s2)cc1,0
O=C(Nc1ccccc1)N1CCSc2cc(Cl)ccc21,O=C(Nc1ccccc1)N1CCSc2cc(Cl)ccc21,1
COc1ccc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)c(OC)c1,COc1ccc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)c(OC)c1,1
COc1ccc(Oc2nccc(-c3ccc(F)cc3)c2C#N)cc1,COc1ccc(Oc2nccc(-c3ccc(F)cc3)c2C#N)cc1,0
CN(C)C(=O)c1ccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cc1,CN(C)C(=O)c1ccc(-c2ccc3ncnc(NCc4ccccc4)c3c2)cc1,1
COc1ccc(C(CNC(=O)c2cc(O)nc3ccccc23)N2CCCC2)cc1,COc1ccc(C(CNC(=O)c2cc(O)nc3ccccc23)N2CCCC2)cc1,1
O=C(NC1CCCCC1)C(c1cccs1)N(C(=O)C(F)(F)F)c1ccccc1,O=C(NC1CCCCC1)C(c1cccs1)N(C(=O)C(F)(F)F)c1ccccc1,1
Cc1ccccc1-c1cncnc1N(C)Cc1ccco1,Cc1ccccc1-c1cncnc1N(C)Cc1ccco1,1
CCOC(=O)CC1=C(C(=O)OCC)C2(C(=O)N1CC(=O)OC)C(C#N)=C(N)Oc1ccccc12,CCOC(=O)CC1=C(C(=O)OCC)C2(C(=O)N1CC(=O)OC)C(C#N)=C(N)Oc1ccccc12,0
CCOC(=O)c1c(NC(C)=O)sc2c(OC)cccc12,CCOC(=O)c1c(NC(C)=O)sc2c(OC)cccc12,0
Cc1cccc(N)n1,Cc1cccc(N)n1,0
CO[C@@H]1COC(=O)[C@@H](C)NC(=O)CC=C[C@H](C)[C@@H](OC)COC(=O)CCC[C@H]1C,CO[C@H]1COC(=O)CCC[C@@H](C)[C@H](OC)COC(=O)[C@@H](C)NC(=O)CC=C[C@@H]1C,0
O=C(O)CONC(=O)c1ccccc1,O=C(O)CONC(=O)c1ccccc1,0
O=C(c1ccc2c(c1)OCO2)N1CCCCC1,O=C(c1ccc2c(c1)OCO2)N1CCCCC1,1
Cc1cc(-c2ccc(/C=N/n3cnnc3)o2)c([N+](=O)[O-])cc1C,Cc1cc(-c2ccc(/C=N/n3cnnc3)o2)c([N+](=O)[O-])cc1C,1
Clc1ccc(/N=C(\c2ccccc2)N2CCOCC2)cc1Cl,Clc1ccc(/N=C(\c2ccccc2)N2CCOCC2)cc1Cl,1
O=C(Nc1ccc2ccccc2c1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,O=C(Nc1ccc2ccccc2c1)[C@H]1C[C@@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,1
COc1cc(CCN)cc(OC)c1OC.Cl,COc1cc(CCN)cc(OC)c1OC,0
COc1cccc(Cn2nnc3c(O)nc(C4CCCN(C(=O)c5ccccc5Cl)C4)nc32)c1,COc1cccc(Cn2nnc3c(O)nc(C4CCCN(C(=O)c5ccccc5Cl)C4)nc32)c1,1
CC/C=C\CCOC(=O)C(C)C,CC/C=C\CCOC(=O)C(C)C,0
